Trade_ID,Timestamp,Instrument,Price,Quantity,Trade_Status
T000730,2026-01-07 02:36:19.819273,MSFT,229.14,183,SUCCESS
T000731,2026-01-04 21:40:19.819273,INFY,3334.67,891,SUCCESS
T000732,2026-01-06 04:03:19.819273,AAPL,340.64,7,FAILED
T000733,2026-01-04 13:50:19.819273,TSLA,571.97,662,SUCCESS
T000734,2026-01-03 21:14:19.819273,TSLA,2070.03,225,SUCCESS
T000735,2026-01-07 10:16:19.819273,TSLA,2594.81,12,SUCCESS
T000736,2026-01-04 20:18:19.819273,MSFT,1777.37,354,SUCCESS
T000737,2026-01-04 13:22:19.819273,AAPL,2038.53,476,SUCCESS
T000738,2026-01-05 03:08:19.819273,AAPL,526.49,393,SUCCESS
T000739,2026-01-03 19:57:19.819273,TCS,2885.77,527,CANCELLED
T000740,2026-01-05 11:02:19.819273,TCS,2061.5,747,FAILED
T000741,2026-01-02 21:49:19.819273,AAPL,2950.56,426,SUCCESS
T000742,2026-01-04 16:15:19.819273,INFY,1481.46,958,SUCCESS
T000743,2026-01-08 13:04:19.819273,GOOG,2009.31,610,SUCCESS
T000744,2026-01-06 21:33:19.819273,MSFT,3484.44,467,FAILED
T000745,2026-01-05 18:08:19.819273,INFY,2621.64,749,SUCCESS
T000746,2026-01-03 04:15:19.819273,AAPL,1929.45,692,SUCCESS
T000747,2026-01-08 03:58:19.819273,GOOG,1507.79,952,SUCCESS
T000748,2026-01-03 14:20:19.819273,AMZN,2086.84,583,SUCCESS
T000749,2026-01-05 00:34:19.819273,AAPL,2521.94,134,FAILED
T000750,2026-01-04 22:09:19.819273,TSLA,2912.76,538,SUCCESS
T000751,2026-01-07 01:22:19.819273,GOOG,2637.58,562,SUCCESS
T000752,2026-01-04 20:21:19.819273,INFY,3401.58,626,SUCCESS
T000753,2026-01-05 12:33:19.819273,MSFT,891.74,102,SUCCESS
T000754,2026-01-07 04:49:19.819273,INFY,1008.21,334,SUCCESS
T000755,2026-01-09 08:41:19.819273,GOOG,2647.58,688,SUCCESS
T000756,2026-01-05 16:16:19.819273,TSLA,645.89,815,SUCCESS
T000757,2026-01-04 05:34:19.819273,TSLA,2423.17,266,SUCCESS
T000758,2026-01-05 23:02:19.819273,TSLA,3107.82,22,SUCCESS
T000759,2026-01-05 03:20:19.819273,GOOG,3419.17,701,FAILED
T000760,2026-01-04 10:53:19.819273,MSFT,1697.5,834,SUCCESS
T000761,2026-01-08 12:23:19.819273,GOOG,2389.95,901,SUCCESS
T000762,2026-01-04 16:38:19.819273,INFY,687.94,727,SUCCESS
T000763,2026-01-08 01:01:19.819273,TSLA,1087.23,362,SUCCESS
T000764,2026-01-04 04:19:19.819273,GOOG,1526.99,651,SUCCESS
T000765,2026-01-04 21:06:19.819273,AAPL,634.59,150,SUCCESS
T000766,2026-01-04 00:30:19.819273,TCS,2596.21,586,SUCCESS
T000767,2026-01-08 20:38:19.819273,GOOG,183.98,530,SUCCESS
T000768,2026-01-08 16:04:19.819273,GOOG,311.36,966,SUCCESS
T000769,2026-01-07 11:39:19.819273,GOOG,1875.47,427,SUCCESS
T000770,2026-01-08 08:08:19.819273,MSFT,1660.94,812,SUCCESS
T000771,2026-01-06 06:51:19.819273,INFY,2454.9,115,CANCELLED
T000772,2026-01-08 06:25:19.819273,INFY,2094.51,823,SUCCESS
T000773,2026-01-07 12:34:19.819273,INFY,1399.7,817,FAILED
T000774,2026-01-06 07:58:19.819273,TSLA,2610.63,221,SUCCESS
T000775,2026-01-08 02:50:19.819273,GOOG,123.6,829,SUCCESS
T000776,2026-01-07 01:44:19.819273,GOOG,527.35,762,SUCCESS
T000777,2026-01-08 04:42:19.819273,TCS,1904.82,250,SUCCESS
T000778,2026-01-04 09:54:19.819273,AAPL,1294.62,252,FAILED
T000779,2026-01-09 04:51:19.819273,INFY,1961.89,537,SUCCESS
T000780,2026-01-06 03:39:19.819273,AAPL,2867.02,559,SUCCESS
T000781,2026-01-04 09:26:19.819273,MSFT,497.24,83,SUCCESS
T000782,2026-01-05 02:27:19.819273,AMZN,2137.14,691,FAILED
T000783,2026-01-03 10:53:19.819273,GOOG,1470.71,118,SUCCESS
T000784,2026-01-07 19:46:19.819273,AAPL,3345.15,527,SUCCESS
T000785,2026-01-06 08:10:19.819273,INFY,1724.74,154,CANCELLED
T000786,2026-01-04 15:41:19.819273,INFY,2264.16,811,SUCCESS
T000787,2026-01-06 18:12:19.819273,AMZN,3362.71,662,SUCCESS
T000788,2026-01-07 12:17:19.819273,GOOG,571.93,423,SUCCESS
T000789,2026-01-06 13:37:19.819273,INFY,577.64,261,SUCCESS
T000790,2026-01-05 19:48:19.819273,MSFT,3334.23,188,SUCCESS
T000791,2026-01-07 10:03:19.819273,MSFT,1501.38,437,SUCCESS
T000792,2026-01-03 20:18:19.819273,MSFT,1286.52,75,SUCCESS
T000793,2026-01-06 15:29:19.819273,AMZN,864.95,66,SUCCESS
T000794,2026-01-05 08:09:19.819273,INFY,2235.07,801,SUCCESS
T000795,2026-01-02 17:05:19.819273,AMZN,695.99,822,SUCCESS
T000796,2026-01-08 14:26:19.819273,INFY,2922.33,758,SUCCESS
T000797,2026-01-08 15:43:19.819273,TCS,1532.41,391,SUCCESS
T000798,2026-01-05 12:44:19.819273,MSFT,2438.67,506,CANCELLED
T000799,2026-01-05 23:05:19.819273,INFY,1852.21,777,SUCCESS
T000800,2026-01-06 06:17:19.819273,AAPL,3462.65,561,SUCCESS
T000801,2026-01-04 16:21:19.819273,INFY,2778.61,528,SUCCESS
T000802,2026-01-06 22:27:19.819273,TCS,2825.26,324,SUCCESS
T000803,2026-01-03 19:11:19.819273,TCS,3448.78,700,FAILED
T000804,2026-01-04 03:38:19.819273,TSLA,1563.65,299,SUCCESS
T000805,2026-01-03 09:06:19.819273,AMZN,1373.95,199,SUCCESS
T000806,2026-01-05 01:17:19.819273,INFY,1716.53,478,SUCCESS
T000807,2026-01-06 07:06:19.819273,TSLA,1106.62,309,SUCCESS
T000808,2026-01-08 07:56:19.819273,TSLA,1565.3,299,SUCCESS
T000809,2026-01-06 05:40:19.819273,AAPL,2556.21,120,SUCCESS
T000810,2026-01-07 23:48:19.819273,AMZN,2641.18,75,SUCCESS
T000811,2026-01-04 10:08:19.819273,MSFT,542.01,107,FAILED
T000812,2026-01-04 16:03:19.819273,AAPL,344.5,702,SUCCESS
T000813,2026-01-07 12:41:19.819273,TSLA,179.86,629,CANCELLED
T000814,2026-01-06 12:50:19.819273,TSLA,715.18,951,SUCCESS
T000815,2026-01-08 11:25:19.819273,GOOG,2927.79,212,SUCCESS
T000816,2026-01-07 20:01:19.819273,INFY,294.11,131,SUCCESS
T000817,2026-01-04 13:51:19.819273,INFY,2180.36,162,SUCCESS
T000818,2026-01-05 10:33:19.819273,INFY,891.89,869,SUCCESS
T000819,2026-01-03 11:06:19.819273,MSFT,1959.34,69,FAILED
T000820,2026-01-08 17:36:19.819273,TSLA,1390.6,741,SUCCESS
T000821,2026-01-08 22:20:19.819273,MSFT,2153.53,586,SUCCESS
T000822,2026-01-04 04:58:19.819273,AAPL,2794.64,781,SUCCESS
T000823,2026-01-05 11:41:19.819273,AMZN,2109.83,948,SUCCESS
T000824,2026-01-04 10:52:19.819273,TCS,468.36,593,SUCCESS
T000825,2026-01-06 07:32:19.819273,TSLA,959.72,936,SUCCESS
T000826,2026-01-09 03:48:19.819273,AMZN,2574.61,691,CANCELLED
T000827,2026-01-04 11:09:19.819273,GOOG,3004.25,562,SUCCESS
T000828,2026-01-08 01:03:19.819273,INFY,937.06,913,SUCCESS
T000829,2026-01-04 21:58:19.819273,MSFT,965.59,44,FAILED
T000830,2026-01-06 15:42:19.819273,TSLA,3021.25,22,FAILED
T000831,2026-01-08 08:49:19.819273,TCS,269.0,808,SUCCESS
T000832,2026-01-04 05:37:19.819273,TSLA,1632.87,44,FAILED
T000833,2026-01-06 06:01:19.819273,AMZN,2929.53,735,SUCCESS
T000834,2026-01-03 22:19:19.819273,GOOG,3004.45,885,SUCCESS
T000835,2026-01-07 03:55:19.819273,TCS,2287.57,463,SUCCESS
T000836,2026-01-07 00:03:19.819273,AMZN,2350.26,755,SUCCESS
T000837,2026-01-03 20:06:19.819273,AMZN,2753.4,313,SUCCESS
T000838,2026-01-04 09:10:19.819273,MSFT,244.24,220,SUCCESS
T000839,2026-01-07 02:07:19.819273,AAPL,173.22,870,SUCCESS
T000840,2026-01-06 20:45:19.819273,TSLA,2030.52,293,SUCCESS
T000841,2026-01-05 22:43:19.819273,AAPL,2718.11,371,SUCCESS
T000842,2026-01-05 13:06:19.819273,INFY,3198.79,763,SUCCESS
T000843,2026-01-08 04:07:19.819273,MSFT,880.67,353,SUCCESS
T000844,2026-01-09 06:17:19.819273,GOOG,2946.21,546,SUCCESS
T000845,2026-01-09 07:05:19.819273,MSFT,2566.21,871,SUCCESS
T000846,2026-01-04 11:00:19.819273,AAPL,1896.96,122,SUCCESS
T000847,2026-01-05 00:13:19.819273,TSLA,1194.23,761,SUCCESS
T000848,2026-01-07 04:47:19.819273,AAPL,2229.02,982,SUCCESS
T000849,2026-01-06 06:19:19.819273,GOOG,2756.76,578,SUCCESS
T000850,2026-01-02 23:02:19.819273,TSLA,1527.44,593,SUCCESS
T000851,2026-01-09 02:18:19.819273,TCS,1511.65,415,SUCCESS
T000852,2026-01-04 03:03:19.819273,AAPL,1014.62,501,SUCCESS
T000853,2026-01-04 20:29:19.819273,TCS,1108.44,869,SUCCESS
T000854,2026-01-06 07:27:19.819273,TSLA,1086.94,456,SUCCESS
T000855,2026-01-05 23:56:19.819273,TCS,2984.83,264,SUCCESS
T000856,2026-01-03 23:44:19.819273,MSFT,2287.76,837,SUCCESS
T000857,2026-01-06 00:10:19.819273,GOOG,2302.93,90,SUCCESS
T000858,2026-01-06 13:07:19.819273,GOOG,858.13,354,SUCCESS
T000859,2026-01-05 13:10:19.819273,TCS,440.86,513,SUCCESS
T000860,2026-01-09 03:41:19.819273,AMZN,878.71,16,SUCCESS
T000861,2026-01-04 17:01:19.819273,TCS,1067.84,501,SUCCESS
T000862,2026-01-05 11:16:19.819273,AAPL,263.04,915,SUCCESS
T000863,2026-01-08 01:42:19.819273,AMZN,2900.78,368,FAILED
T000864,2026-01-04 19:21:19.819273,MSFT,892.41,260,FAILED
T000865,2026-01-07 17:05:19.819273,GOOG,1231.3,686,SUCCESS
T000866,2026-01-06 21:38:19.819273,MSFT,1018.51,726,SUCCESS
T000867,2026-01-02 22:16:19.819273,MSFT,2683.91,93,SUCCESS
T000868,2026-01-04 08:49:19.819273,INFY,2862.61,373,SUCCESS
T000869,2026-01-08 20:28:19.819273,GOOG,2396.84,681,SUCCESS
T000870,2026-01-05 04:42:19.819273,MSFT,305.39,166,SUCCESS
T000871,2026-01-05 09:30:19.819273,GOOG,1167.24,599,CANCELLED
T000872,2026-01-05 01:51:19.819273,INFY,2835.89,265,SUCCESS
T000873,2026-01-06 18:08:19.819273,AMZN,2479.02,781,SUCCESS
T000874,2026-01-03 22:51:19.819273,AMZN,1210.36,283,FAILED
T000875,2026-01-03 06:02:19.819273,AAPL,1380.98,338,SUCCESS
T000876,2026-01-03 17:07:19.819273,MSFT,2720.71,624,SUCCESS
T000877,2026-01-05 06:14:19.819273,TCS,1161.59,704,CANCELLED
T000878,2026-01-06 23:24:19.819273,MSFT,788.82,336,FAILED
T000879,2026-01-03 02:58:19.819273,AMZN,774.28,972,SUCCESS
T000880,2026-01-05 19:40:19.819273,MSFT,1493.17,857,SUCCESS
T000881,2026-01-03 22:24:19.819273,MSFT,2072.25,434,SUCCESS
T000882,2026-01-06 19:41:19.819273,AMZN,1821.62,466,SUCCESS
T000883,2026-01-09 10:56:19.819273,AAPL,2802.84,193,SUCCESS
T000884,2026-01-03 04:19:19.819273,TCS,3155.64,937,SUCCESS
T000885,2026-01-08 14:05:19.819273,AMZN,390.92,550,SUCCESS
T000886,2026-01-03 20:43:19.819273,MSFT,1535.59,608,SUCCESS
T000887,2026-01-03 20:17:19.819273,MSFT,2825.15,117,SUCCESS
T000888,2026-01-08 07:57:19.819273,TSLA,197.2,587,SUCCESS
T000889,2026-01-04 08:54:19.819273,INFY,1758.02,711,SUCCESS
T000890,2026-01-05 16:36:19.819273,TCS,1038.45,163,SUCCESS
T000891,2026-01-04 15:53:19.819273,MSFT,2173.11,596,SUCCESS
T000892,2026-01-09 01:51:19.819273,INFY,3484.7,771,SUCCESS
T000893,2026-01-07 10:34:19.819273,TSLA,1106.43,44,SUCCESS
T000894,2026-01-03 04:46:19.819273,AAPL,1559.2,222,CANCELLED
T000895,2026-01-04 01:47:19.819273,AAPL,1323.55,504,SUCCESS
T000896,2026-01-02 17:52:19.819273,INFY,3139.71,407,SUCCESS
T000897,2026-01-03 19:23:19.819273,MSFT,898.52,71,SUCCESS
T000898,2026-01-08 18:57:19.819273,TSLA,2931.3,726,SUCCESS
T000899,2026-01-02 15:33:19.819273,INFY,1442.68,363,SUCCESS
T000900,2026-01-06 16:02:19.819273,AAPL,396.22,589,SUCCESS
T000901,2026-01-09 08:47:19.819273,AAPL,2819.85,792,FAILED
T000902,2026-01-06 06:43:19.819273,INFY,1055.56,208,SUCCESS
T000903,2026-01-09 02:04:19.819273,TSLA,1164.98,795,SUCCESS
T000904,2026-01-04 18:44:19.819273,AMZN,3388.97,629,SUCCESS
T000905,2026-01-08 06:23:19.819273,GOOG,1923.48,940,SUCCESS
T000906,2026-01-05 11:19:19.819273,TSLA,2549.9,292,SUCCESS
T000907,2026-01-03 22:52:19.819273,TSLA,186.36,21,SUCCESS
T000908,2026-01-08 18:00:19.819273,TSLA,2025.6,346,SUCCESS
T000909,2026-01-04 08:44:19.819273,GOOG,2493.12,646,SUCCESS
T000910,2026-01-07 05:04:19.819273,AMZN,1067.72,121,SUCCESS
T000911,2026-01-07 21:18:19.819273,AAPL,1642.39,358,CANCELLED
T000912,2026-01-08 05:23:19.819273,MSFT,200.24,566,SUCCESS
T000913,2026-01-02 18:22:19.819273,AMZN,2490.46,730,SUCCESS
T000914,2026-01-07 18:31:19.819273,AMZN,744.72,319,SUCCESS
T000915,2026-01-07 12:06:19.819273,AMZN,693.72,195,SUCCESS
T000916,2026-01-04 18:12:19.819273,TCS,3306.79,327,SUCCESS
T000917,2026-01-05 14:10:19.819273,GOOG,3062.89,339,SUCCESS
T000918,2026-01-04 06:37:19.819273,MSFT,2775.17,295,SUCCESS
T000919,2026-01-06 12:28:19.819273,AAPL,1089.68,118,SUCCESS
T000920,2026-01-08 01:03:19.819273,TSLA,2949.94,636,SUCCESS
T000921,2026-01-06 21:08:19.819273,AMZN,2607.77,79,SUCCESS
T000922,2026-01-05 11:22:19.819273,AMZN,355.73,38,SUCCESS
T000923,2026-01-06 17:51:19.819273,TCS,3233.25,548,SUCCESS
T000924,2026-01-03 23:31:19.819273,GOOG,1189.0,101,SUCCESS
T000925,2026-01-08 01:52:19.819273,INFY,3429.09,238,FAILED
T000926,2026-01-05 16:23:19.819273,INFY,3477.36,618,CANCELLED
T000927,2026-01-03 22:44:19.819273,AMZN,1686.53,304,SUCCESS
T000928,2026-01-07 22:31:19.819273,AMZN,1531.48,754,SUCCESS
T000929,2026-01-02 15:36:19.819273,INFY,1903.58,540,SUCCESS
T000930,2026-01-07 02:43:19.819273,AAPL,2304.92,682,SUCCESS
T000931,2026-01-05 01:25:19.819273,AMZN,2224.29,79,FAILED
T000932,2026-01-07 19:51:19.819273,TSLA,587.21,517,SUCCESS
T000933,2026-01-09 03:52:19.819273,INFY,3116.08,53,SUCCESS
T000934,2026-01-02 17:47:19.819273,AMZN,1585.66,12,FAILED
T000935,2026-01-04 03:25:19.819273,TSLA,3087.0,832,SUCCESS
T000936,2026-01-07 01:11:19.819273,AMZN,1049.92,727,SUCCESS
T000937,2026-01-07 00:32:19.819273,GOOG,1299.54,181,CANCELLED
T000938,2026-01-04 19:07:19.819273,AAPL,3053.86,754,CANCELLED
T000939,2026-01-02 17:01:19.819273,INFY,1472.05,717,SUCCESS
T000940,2026-01-05 04:36:19.819273,MSFT,2362.11,436,SUCCESS
T000941,2026-01-04 14:37:19.819273,TCS,1717.35,713,SUCCESS
T000942,2026-01-03 11:40:19.819273,MSFT,2134.11,969,FAILED
T000943,2026-01-08 19:37:19.819273,TCS,3135.02,371,SUCCESS
T000944,2026-01-09 02:40:19.819273,AMZN,1279.87,191,SUCCESS
T000945,2026-01-06 18:55:19.819273,AMZN,1651.46,42,SUCCESS
T000946,2026-01-03 12:44:19.819273,TCS,2041.42,513,SUCCESS
T000947,2026-01-06 14:42:19.819273,GOOG,1205.95,136,SUCCESS
T000948,2026-01-07 06:23:19.819273,GOOG,1576.81,5,SUCCESS
T000949,2026-01-06 23:50:19.819273,AMZN,688.5,125,SUCCESS
T000950,2026-01-05 19:33:19.819273,TSLA,,623,SUCCESS
T000951,2026-01-03 19:55:19.819273,MSFT,1797.22,438,SUCCESS
T000952,2026-01-08 01:39:19.819273,AAPL,2961.47,328,SUCCESS
T000953,2026-01-07 08:53:19.819273,INFY,1257.39,906,SUCCESS
T000954,2026-01-05 23:26:19.819273,MSFT,913.17,984,CANCELLED
T000955,2026-01-05 10:16:19.819273,TCS,508.89,55,SUCCESS
T000956,2026-01-08 00:09:19.819273,TSLA,1809.95,908,SUCCESS
T000957,2026-01-07 06:34:19.819273,MSFT,1661.26,394,SUCCESS
T000958,2026-01-09 06:32:19.819273,MSFT,1891.72,508,CANCELLED
T000959,2026-01-08 00:05:19.819273,MSFT,1993.06,72,SUCCESS
T000960,2026-01-02 23:59:19.819273,AAPL,1385.31,867,SUCCESS
T000961,2026-01-07 02:09:19.819273,AAPL,249.45,586,SUCCESS
T000962,2026-01-05 12:58:19.819273,AAPL,2510.94,118,SUCCESS
T000963,2026-01-04 11:13:19.819273,AAPL,1945.76,-1,SUCCESS
T000964,2026-01-04 20:14:19.819273,AMZN,2956.3,694,SUCCESS
T000965,2026-01-02 22:31:19.819273,MSFT,2699.96,520,SUCCESS
T000966,2026-01-08 05:09:19.819273,MSFT,2521.72,897,FAILED
T000967,2026-01-03 08:47:19.819273,INFY,117.05,250,SUCCESS
T000968,2026-01-08 10:18:19.819273,AAPL,366.52,619,SUCCESS
T000969,2026-01-07 03:41:19.819273,TCS,2601.03,600,SUCCESS
T000970,2026-01-03 07:07:19.819273,INFY,2550.21,625,SUCCESS
T000971,2026-01-07 04:25:19.819273,TSLA,2511.92,332,SUCCESS
T000972,2026-01-08 23:12:19.819273,TSLA,724.02,899,SUCCESS
T000973,2026-01-05 06:25:19.819273,TSLA,1901.1,253,SUCCESS
T000974,2026-01-05 21:35:19.819273,TSLA,2845.52,530,SUCCESS
T000975,2026-01-04 05:56:19.819273,AAPL,976.59,83,SUCCESS
T000976,2026-01-02 19:54:19.819273,MSFT,2073.65,339,CANCELLED
T000977,2026-01-03 22:17:19.819273,MSFT,2456.1,649,SUCCESS
T000978,2026-01-08 07:19:19.819273,TSLA,681.22,919,SUCCESS
T000979,2026-01-04 02:07:19.819273,MSFT,,257,SUCCESS
T000980,2026-01-04 13:38:19.819273,AAPL,1421.51,486,SUCCESS
T000981,2026-01-06 14:11:19.819273,AMZN,1457.15,216,SUCCESS
T000001,2026-01-06 10:45:19.819273,AAPL,166.96,43,SUCCESS
T000983,2026-01-03 13:41:19.819273,TCS,681.08,239,SUCCESS
T000984,2026-01-05 13:11:19.819273,AAPL,1663.74,912,SUCCESS
T000985,2026-01-06 20:41:19.819273,TCS,2297.16,972,SUCCESS
T000986,2026-01-07 13:21:19.819273,INFY,2471.55,431,FAILED
T000987,2026-01-06 22:52:19.819273,TSLA,648.98,54,SUCCESS
T000988,2026-01-06 19:20:19.819273,GOOG,864.81,170,SUCCESS
T000989,2026-01-09 06:17:19.819273,INFY,1232.59,198,SUCCESS
T000990,2026-01-05 12:26:19.819273,MSFT,2272.26,840,SUCCESS
T000991,2026-01-06 10:29:19.819273,TSLA,2113.47,883,SUCCESS
T000992,2026-01-08 18:58:19.819273,INFY,1444.26,498,SUCCESS
T000993,2026-01-08 07:17:19.819273,AAPL,469.96,529,CANCELLED
T000994,2026-01-05 16:43:19.819273,TSLA,809.12,229,SUCCESS
T000995,2026-01-05 23:24:19.819273,TSLA,1770.46,685,SUCCESS
T000996,2026-01-04 04:47:19.819273,AMZN,335.88,224,FAILED
T000001,2026-01-05 00:02:19.819273,TSLA,328.84,762,SUCCESS
T000998,2026-01-08 19:36:19.819273,TSLA,3287.67,242,SUCCESS
T000999,2026-01-08 19:05:19.819273,AMZN,2267.77,384,SUCCESS
T001000,2026-01-02 21:25:19.819273,AAPL,2634.82,118,SUCCESS
T001001,2026-01-08 07:33:19.819273,AAPL,1452.05,792,SUCCESS
T001002,2026-01-09 10:40:19.819273,AAPL,2053.7,136,SUCCESS
T001003,2026-01-02 21:50:19.819273,INFY,1567.34,996,SUCCESS
T001004,2026-01-09 02:50:19.819273,AMZN,1503.39,530,SUCCESS
T001005,2026-01-09 03:11:19.819273,TSLA,3246.28,347,FAILED
T000001,2026-01-05 19:12:19.819273,INFY,1458.39,382,SUCCESS
T001007,2026-01-07 23:44:19.819273,INFY,3453.1,53,SUCCESS
T001008,2026-01-03 06:23:19.819273,MSFT,2741.83,627,SUCCESS
T001009,2026-01-08 06:25:19.819273,TSLA,1186.86,28,SUCCESS
T001010,2026-01-04 08:52:19.819273,TSLA,519.91,207,CANCELLED
T001011,2026-01-05 04:05:19.819273,MSFT,2268.79,160,SUCCESS
T001012,2026-01-06 10:20:19.819273,GOOG,158.1,590,SUCCESS
T001013,2026-01-02 18:41:19.819273,GOOG,226.29,959,SUCCESS
T001014,2026-01-06 11:56:19.819273,TCS,1158.83,480,SUCCESS
T001015,2026-01-07 21:37:19.819273,MSFT,1177.86,120,SUCCESS
T001016,2026-01-05 06:17:19.819273,MSFT,794.45,681,SUCCESS
T001017,2026-01-08 12:04:19.819273,GOOG,377.28,654,SUCCESS
T001018,2026-01-08 22:58:19.819273,TSLA,2278.73,824,SUCCESS
T001019,2026-01-08 00:10:19.819273,MSFT,910.87,386,SUCCESS
T001020,2026-01-03 12:43:19.819273,GOOG,821.36,291,SUCCESS
T001021,2026-01-09 07:15:19.819273,GOOG,3181.18,307,SUCCESS
T001022,2026-01-07 01:40:19.819273,GOOG,3392.77,851,SUCCESS
T001023,2026-01-06 08:56:19.819273,INFY,234.34,743,SUCCESS
T001024,2026-01-07 18:45:19.819273,AMZN,2707.97,957,SUCCESS
T001025,2026-01-05 15:23:19.819273,AMZN,2878.03,644,SUCCESS
T001026,2026-01-08 06:36:19.819273,INFY,2713.43,633,SUCCESS
T001027,2026-01-02 18:29:19.819273,GOOG,3215.01,181,SUCCESS
T001028,2026-01-08 04:10:19.819273,INFY,941.6,940,SUCCESS
T001029,2026-01-06 12:18:19.819273,TCS,532.44,668,SUCCESS
T001030,2026-01-04 17:32:19.819273,AMZN,1711.95,938,SUCCESS
T001031,2026-01-04 23:27:19.819273,TSLA,1511.35,476,SUCCESS
T001032,2026-01-07 11:40:19.819273,TCS,1300.31,887,SUCCESS
T001033,2026-01-03 11:14:19.819273,GOOG,2727.86,405,SUCCESS
T001034,2026-01-06 15:18:19.819273,AAPL,3034.85,110,FAILED
T001035,2026-01-04 19:50:19.819273,MSFT,2103.98,154,SUCCESS
T001036,2026-01-06 08:41:19.819273,AMZN,168.97,566,SUCCESS
T001037,2026-01-02 23:39:19.819273,INFY,2894.31,449,SUCCESS
T001038,2026-01-06 04:36:19.819273,INFY,1410.14,505,SUCCESS
T001039,2026-01-04 00:51:19.819273,AAPL,1429.24,530,SUCCESS
T001040,2026-01-05 14:48:19.819273,GOOG,1583.23,901,SUCCESS
T001041,2026-01-07 09:15:19.819273,GOOG,1600.05,21,CANCELLED
T001042,2026-01-03 13:01:19.819273,GOOG,2836.81,412,FAILED
T001043,2026-01-06 06:23:19.819273,INFY,3319.38,859,SUCCESS
T001044,2026-01-04 07:37:19.819273,AMZN,2095.75,895,SUCCESS
T001045,2026-01-05 05:42:19.819273,AAPL,173.4,867,SUCCESS
T001046,2026-01-03 09:18:19.819273,GOOG,3379.78,506,SUCCESS
T001047,2026-01-07 11:58:19.819273,TCS,3154.8,519,SUCCESS
T001048,2026-01-04 03:39:19.819273,AAPL,1673.57,596,SUCCESS
T001049,2026-01-07 07:36:19.819273,MSFT,2466.14,286,CANCELLED
T001050,2026-01-05 10:01:19.819273,TCS,1460.29,46,SUCCESS
T001051,2026-01-07 21:40:19.819273,INFY,782.04,353,SUCCESS
T001052,2026-01-06 11:02:19.819273,INFY,2341.67,133,SUCCESS
T001053,2026-01-08 05:47:19.819273,TCS,2325.77,354,SUCCESS
T001054,2026-01-05 00:22:19.819273,AMZN,1232.9,499,SUCCESS
T001055,2026-01-05 04:47:19.819273,TSLA,3250.16,57,SUCCESS
T001056,2026-01-09 07:22:19.819273,AMZN,3051.27,412,FAILED
T001057,2026-01-04 13:12:19.819273,TSLA,2267.98,96,SUCCESS
T000001,2026-01-08 08:11:19.819273,INFY,2062.79,395,SUCCESS
T001059,2026-01-06 13:38:19.819273,TSLA,1462.88,567,CANCELLED
T001060,2026-01-09 08:07:19.819273,INFY,307.46,925,SUCCESS
T001061,2026-01-08 23:39:19.819273,AAPL,2036.57,685,SUCCESS
T001062,2026-01-08 19:57:19.819273,GOOG,259.1,382,SUCCESS
T001063,2026-01-06 19:06:19.819273,TSLA,2930.87,422,SUCCESS
T001064,2026-01-06 13:21:19.819273,GOOG,3398.91,874,SUCCESS
T001065,2026-01-07 23:13:19.819273,AMZN,3451.29,520,SUCCESS
T001066,2026-01-09 08:49:19.819273,AMZN,1144.49,532,SUCCESS
T001067,2026-01-09 07:31:19.819273,INFY,2860.06,146,SUCCESS
T001068,2026-01-08 13:14:19.819273,GOOG,2812.02,721,SUCCESS
T001069,2026-01-05 19:01:19.819273,TCS,321.46,245,CANCELLED
T001070,2026-01-08 11:19:19.819273,AMZN,554.03,474,SUCCESS
T001071,2026-01-02 22:10:19.819273,AMZN,2397.84,922,SUCCESS
T001072,2026-01-06 22:44:19.819273,MSFT,2630.52,155,FAILED
T001073,2026-01-06 21:24:19.819273,AMZN,3343.57,-1,SUCCESS
T001074,2026-01-02 20:32:19.819273,TCS,784.7,171,SUCCESS
T001075,2026-01-07 17:32:19.819273,AMZN,1644.35,107,FAILED
T001076,2026-01-05 14:56:19.819273,MSFT,291.36,572,SUCCESS
T001077,2026-01-05 10:11:19.819273,INFY,2081.71,160,SUCCESS
T001078,2026-01-05 10:31:19.819273,AMZN,2113.16,257,SUCCESS
T001079,2026-01-04 00:53:19.819273,GOOG,1797.29,241,SUCCESS
T001080,2026-01-07 02:20:19.819273,GOOG,810.66,-1,SUCCESS
T001081,2026-01-05 04:44:19.819273,GOOG,294.71,241,SUCCESS
T001082,2026-01-04 17:56:19.819273,AMZN,2654.37,887,SUCCESS
T001083,2026-01-05 23:48:19.819273,MSFT,,376,SUCCESS
T001084,2026-01-07 02:11:19.819273,TCS,1568.92,935,SUCCESS
T001085,2026-01-07 20:49:19.819273,TSLA,773.03,873,FAILED
T001086,2026-01-05 03:00:19.819273,GOOG,1768.3,718,SUCCESS
T001087,2026-01-08 23:02:19.819273,AMZN,1254.19,875,CANCELLED
T001088,2026-01-08 22:52:19.819273,TSLA,998.06,433,SUCCESS
T001089,2026-01-04 08:01:19.819273,GOOG,1533.72,70,SUCCESS
T001090,2026-01-05 00:14:19.819273,INFY,3243.36,714,SUCCESS
T001091,2026-01-08 01:34:19.819273,TSLA,1458.44,172,SUCCESS
T001092,2026-01-09 04:30:19.819273,TCS,389.1,22,SUCCESS
T001093,2026-01-05 07:28:19.819273,AMZN,2243.02,369,SUCCESS
